SampleID,Actinobacteria,Bacteroides,Bacteroidetes,Bifidobacterium,Clostridium,Cyanobacteria,Firmicutes,Fusobacteria,Lactobacillus,Other,Prevotella,Proteobacteria,Tenericutes,Verrucomicrobia,Age,Sex
000012252.1210944,0.0011,0.316,0.1148,0.0,0.0009,0.0001,0.4082,0.0,0.0001,0.0,0.0081,0.1487,0.002,0.0,56,0
000002969.1210524,0.0071,0.2531,0.1056,0.0,0.0057,0.0009,0.5599,0.0005,0.0023,0.001,0.0108,0.0517,0.0014,0.0,61,0
000012983.1210696,0.0018,0.3818,0.0946,0.0001,0.0029,0.013,0.4739,0.0001,0.0,0.0011,0.0007,0.0123,0.0131,0.0046,32,1
000010200.1210886,0.0002,0.265,0.1099,0.0011,0.003,0.0001,0.5519,0.0002,0.0,0.0008,0.034,0.0295,0.0033,0.001,68,0
000011358.1210819,0.0123,0.0519,0.0161,0.0016,0.0013,0.0061,0.7657,0.0,0.0,0.022,0.0655,0.0123,0.0371,0.0081,49,1
000010773.1210665,0.0009,0.1161,0.0277,0.0004,0.0172,0.0025,0.196,0.0,0.0,0.0,0.6108,0.0046,0.0227,0.0011,48,0
000012203.1257553,0.0005,0.2852,0.1251,0.0006,0.0052,0.0,0.4737,0.0,0.0,0.0001,0.0009,0.0783,0.0303,0.0001,71,0
000011997.1257371,0.005,0.0901,0.0081,0.0006,0.0169,0.0004,0.8313,0.0,0.0,0.0001,0.0294,0.0014,0.0124,0.0043,60,1
000012903.1257116,0.0008,0.185,0.0441,0.0004,0.0137,0.0014,0.6223,0.0,0.0013,0.0,0.1058,0.0172,0.008,0.0,43,1
000011022.1257335,0.0038,0.1512,0.0869,0.0009,0.0014,0.0,0.5875,0.0,0.0,0.0005,0.1279,0.0349,0.005,0.0,82,1
000013368.1257333,0.0011,0.3509,0.1008,0.0001,0.0049,0.0,0.5292,0.0,0.0003,0.0,0.0005,0.0114,0.0001,0.0007,61,0
000011243.1257237,0.0022,0.3378,0.0942,0.0104,0.0023,0.0,0.5391,0.0001,0.0002,0.0,0.0009,0.0054,0.0001,0.0073,54,1
000011352.1257113,0.0008,0.1413,0.0981,0.0003,0.0116,0.0024,0.4948,0.0002,0.0001,0.0023,0.2171,0.0218,0.0085,0.0007,43,1
000009661.1257123,0.0007,0.1566,0.2191,0.0004,0.0036,0.0002,0.5786,0.0,0.0001,0.0,0.0096,0.0103,0.0207,0.0001,50,1
000011942.1257131,0.0014,0.0117,0.0592,0.0001,0.0101,0.0,0.3931,0.0,0.0014,0.0001,0.5066,0.0148,0.0015,0.0,67,1
000012950.1257517,0.0007,0.4394,0.1058,0.0022,0.0059,0.0002,0.4003,0.0001,0.0,0.0012,0.0003,0.0156,0.0064,0.0219,32,0
000009660.1257392,0.0004,0.07,0.2316,0.0,0.0042,0.0017,0.5348,0.0,0.0,0.0,0.0803,0.0517,0.0247,0.0006,50,1
000013133.1257361,0.0012,0.2314,0.0549,0.0011,0.0025,0.0044,0.6528,0.0,0.0,0.0015,0.0001,0.0183,0.0191,0.0127,67,0
000011357.1257106,0.0041,0.005,0.0083,0.0001,0.0043,0.0005,0.7505,0.0,0.0,0.0012,0.2203,0.0054,0.0,0.0003,45,1
000012949.1257268,0.001,0.3381,0.2338,0.0003,0.0042,0.0,0.364,0.0001,0.0002,0.0,0.0022,0.022,0.0123,0.0218,63,1
000013238.1257163,0.0003,0.4914,0.1543,0.0,0.0009,0.0,0.1676,0.0,0.0,0.0,0.1327,0.0233,0.0,0.0295,28,1
000012985.1257125,0.0008,0.479,0.0538,0.0,0.023,0.0002,0.4321,0.0003,0.0,0.0,0.0016,0.0077,0.0015,0.0,29,0
000013801.1257440,0.0007,0.3037,0.2059,0.0001,0.0014,0.0,0.4523,0.0,0.0,0.0,0.0003,0.0191,0.0104,0.0061,52,1
000013290.1257126,0.0013,0.2889,0.1326,0.0,0.0536,0.0,0.4768,0.0,0.0,0.0,0.0352,0.0115,0.0,0.0001,48,0
000012298.1257463,0.0014,0.1157,0.1323,0.0014,0.0033,0.0001,0.4658,0.0002,0.0,0.0002,0.2681,0.0106,0.0007,0.0002,54,0
000009618.1257366,0.0003,0.0939,0.0705,0.0004,0.0008,0.0,0.3788,0.0,0.0,0.0017,0.4439,0.0084,0.0011,0.0002,42,0
000013195.1257154,0.001,0.4393,0.1644,0.0031,0.0013,0.0003,0.3772,0.0,0.0001,0.0001,0.0008,0.0028,0.0001,0.0095,63,1
000013301.1257120,0.001,0.266,0.0323,0.0026,0.0048,0.0001,0.4825,0.0001,0.0,0.0006,0.1457,0.0474,0.0125,0.0044,32,0
000013859.1257122,0.0005,0.3201,0.0755,0.0037,0.0144,0.0,0.5549,0.0,0.0,0.0002,0.0011,0.0081,0.014,0.0075,46,0
000012318.1257483,0.0042,0.3018,0.0087,0.0068,0.0118,0.0,0.3614,0.0,0.0,0.0,0.0007,0.0061,0.004,0.2945,54,0
000013222.1257270,0.0009,0.6243,0.0596,0.0002,0.005,0.0013,0.2782,0.0,0.0001,0.0,0.0005,0.0278,0.0012,0.0009,40,1
000013794.1257201,0.0011,0.4321,0.1615,0.0001,0.0004,0.0,0.2831,0.0,0.0,0.0143,0.0286,0.0181,0.0002,0.0605,69,0
000013017.1257192,0.0011,0.0852,0.0437,0.0096,0.0096,0.0075,0.4112,0.0001,0.0,0.0016,0.4009,0.0121,0.0142,0.0032,41,1
000010967.1257342,0.0023,0.0267,0.0805,0.0,0.007,0.0004,0.838,0.0,0.0001,0.0005,0.0173,0.0072,0.0163,0.0037,59,1
000012177.1257378,0.0099,0.2443,0.0772,0.0001,0.0577,0.0001,0.5818,0.0,0.0,0.0,0.0017,0.017,0.003,0.0072,57,1
000013174.1257461,0.0004,0.009,0.0516,0.0016,0.0005,0.0,0.1882,0.0001,0.0,0.0001,0.7109,0.0366,0.001,0.0,33,1
000003996.1257223,0.0063,0.036,0.1163,0.0101,0.0187,0.0003,0.5587,0.0001,0.0,0.0003,0.2011,0.016,0.0276,0.0085,39,0
000013527.1257340,0.0011,0.1123,0.0721,0.0033,0.0291,0.0023,0.7188,0.0001,0.0,0.0018,0.0028,0.0041,0.0391,0.0131,61,1
000013227.1257326,0.0042,0.1101,0.2005,0.0016,0.0027,0.0,0.6638,0.0,0.0004,0.0025,0.0009,0.0102,0.0002,0.0029,69,0
000012051.1257152,0.0062,0.5365,0.0507,0.0008,0.0007,0.0001,0.3676,0.0003,0.0001,0.0003,0.0014,0.0351,0.0001,0.0001,47,0
000014107.1257368,0.0034,0.4526,0.1899,0.0002,0.0067,0.0002,0.2948,0.0,0.0,0.0,0.0008,0.0394,0.0088,0.0032,68,1
000013530.1257476,0.0007,0.2922,0.0893,0.0,0.0677,0.0,0.4752,0.0002,0.0,0.0031,0.0527,0.0064,0.0048,0.0077,56,1
000014121.1259633,0.0006,0.2951,0.0904,0.0019,0.0061,0.0,0.2301,0.0,0.0002,0.0,0.3258,0.048,0.0,0.0018,41,1
000013786.1259647,0.0032,0.1588,0.0857,0.0155,0.0036,0.0088,0.6208,0.0006,0.0,0.0011,0.0035,0.0104,0.0452,0.0428,75,1
000013454.1259657,0.0032,0.2437,0.05,0.0179,0.0033,0.0071,0.6574,0.0001,0.0009,0.0,0.0003,0.0052,0.0,0.0109,48,1
000014899.1261909,0.0016,0.1411,0.1797,0.0001,0.0088,0.0003,0.6442,0.0,0.0,0.0002,0.0011,0.0142,0.0024,0.0063,66,1
000013282.1261994,0.003,0.0063,0.0545,0.0001,0.0026,0.0,0.5242,0.0001,0.0001,0.0,0.3954,0.0135,0.0002,0.0,62,0
000013540.1261633,0.0062,0.2141,0.104,0.0005,0.0017,0.0,0.402,0.0232,0.0002,0.0,0.229,0.019,0.0,0.0001,45,0
000011342.1261945,0.023,0.1516,0.0258,0.0352,0.0017,0.0002,0.7356,0.0001,0.0,0.0008,0.0013,0.0242,0.0005,0.0,21,1
000013378.1261707,0.0016,0.3129,0.0531,0.0026,0.0135,0.0,0.5626,0.0,0.0,0.0056,0.0036,0.0247,0.0113,0.0085,73,0
000013397.1261735,0.0077,0.4544,0.1187,0.0001,0.0483,0.0001,0.3571,0.0003,0.0,0.0017,0.0031,0.0076,0.0009,0.0,63,0
000014174.1262026,0.0013,0.2088,0.0745,0.0008,0.0286,0.0008,0.6101,0.0002,0.0001,0.0017,0.0253,0.0139,0.0314,0.0025,65,0
000014071.1261708,0.0016,0.2518,0.1241,0.001,0.0125,0.0003,0.5365,0.0,0.0,0.0016,0.0008,0.0266,0.0267,0.0165,32,1
000013159.1261928,0.0008,0.3779,0.0856,0.0034,0.0014,0.0,0.4708,0.0,0.0003,0.0002,0.0421,0.015,0.0021,0.0004,32,1
000014892.1262043,0.0017,0.4407,0.1633,0.001,0.0037,0.0001,0.333,0.0001,0.0002,0.0,0.0012,0.0542,0.0007,0.0001,74,0
000002712.1262037,0.0042,0.034,0.0852,0.0002,0.0029,0.0,0.4204,0.0001,0.0,0.0002,0.4329,0.0198,0.0001,0.0,41,1
000012149.1261963,0.0204,0.0695,0.0222,0.0105,0.0313,0.0006,0.8382,0.0001,0.0004,0.0022,0.0033,0.0012,0.0,0.0001,57,1
000001020.1262078,0.0068,0.1522,0.0534,0.0032,0.0071,0.0015,0.6912,0.0001,0.0,0.0,0.0392,0.019,0.0079,0.0184,28,1
000010906.1261872,0.0008,0.1248,0.1141,0.0,0.0227,0.0,0.3112,0.0,0.0,0.0005,0.0007,0.0128,0.0029,0.4095,64,0
000011071.1261818,0.0015,0.2558,0.2267,0.0019,0.005,0.0108,0.3752,0.0002,0.0001,0.0077,0.0045,0.078,0.0315,0.0011,57,1
000010864.1261949,0.0027,0.31,0.1667,0.0055,0.0015,0.0,0.4934,0.0001,0.0,0.001,0.0003,0.0071,0.0055,0.0062,71,0
000013218.1261878,0.0023,0.2242,0.13,0.0,0.0105,0.0026,0.5864,0.0,0.0,0.0001,0.0018,0.0194,0.011,0.0117,93,1
000013579.1261819,0.0017,0.278,0.1041,0.0197,0.0014,0.0,0.501,0.0,0.0,0.0073,0.0003,0.0285,0.0226,0.0354,56,0
000013743.1261849,0.0005,0.3199,0.0707,0.0094,0.0031,0.0012,0.4808,0.0,0.0,0.0,0.0626,0.0434,0.0027,0.0057,55,1
000014587.1261896,0.0005,0.4207,0.0603,0.0029,0.0027,0.0,0.5088,0.0,0.0,0.0,0.0002,0.0038,0.0,0.0001,53,1
000014883.1261831,0.0025,0.3085,0.0371,0.0196,0.0291,0.0,0.5899,0.0,0.0001,0.0,0.0005,0.0126,0.0,0.0001,72,1
000013539.1261937,0.0033,0.1311,0.0196,0.0005,0.0077,0.0002,0.8322,0.0,0.0,0.0,0.0001,0.003,0.0021,0.0002,48,1
000014290.1262083,0.0024,0.0582,0.0775,0.0002,0.0073,0.0,0.4383,0.0,0.0001,0.0004,0.3883,0.016,0.0083,0.003,49,1
000012291.1261789,0.0009,0.5784,0.0878,0.0014,0.0006,0.0001,0.2883,0.0,0.0,0.0,0.0023,0.0177,0.0,0.0225,38,0
000001030.1261848,0.0213,0.0385,0.0072,0.0022,0.0006,0.0001,0.5097,0.0,0.0025,0.0,0.0002,0.4145,0.0031,0.0001,55,0
000013686.1261739,0.0044,0.3425,0.2591,0.0025,0.001,0.0047,0.33,0.0,0.0,0.0,0.0004,0.0552,0.0,0.0002,35,0
000014364.1261980,0.001,0.2825,0.2104,0.0001,0.0034,0.0009,0.4452,0.0,0.0,0.0012,0.0005,0.0097,0.0098,0.0353,66,1
000013953.1261856,0.0014,0.2425,0.0668,0.0,0.0022,0.0002,0.6017,0.0001,0.0,0.0001,0.0378,0.0449,0.0021,0.0002,72,1
000013156.1261807,0.0045,0.2911,0.1142,0.0052,0.0054,0.0,0.5049,0.0,0.0,0.0,0.0127,0.0242,0.0012,0.0366,27,1
000013334.1261671,0.0042,0.2248,0.1234,0.001,0.0034,0.0017,0.5922,0.0,0.0,0.0,0.0002,0.0432,0.0033,0.0026,58,0
000011244.1261894,0.0241,0.0944,0.1054,0.0172,0.0004,0.0,0.6376,0.0,0.0,0.0223,0.0,0.0146,0.0,0.084,41,1
000014573.1261965,0.0011,0.1741,0.0583,0.0004,0.0089,0.0035,0.561,0.0,0.0,0.001,0.0008,0.1057,0.0829,0.0023,27,0
000013988.1262018,0.0049,0.1581,0.0571,0.0008,0.0017,0.0,0.5514,0.0,0.0,0.0009,0.2116,0.0132,0.0002,0.0001,76,1
000013543.1262002,0.0022,0.206,0.1649,0.1042,0.008,0.0003,0.4782,0.0,0.0001,0.0,0.0145,0.0112,0.0004,0.01,70,1
000011275.1261934,0.0015,0.1287,0.0419,0.0016,0.0066,0.0004,0.3569,0.0,0.0,0.0011,0.4516,0.0049,0.0039,0.0009,55,1
000014551.1261653,0.0005,0.2844,0.1752,0.0001,0.0002,0.0019,0.4733,0.0001,0.0,0.0,0.0013,0.0605,0.0023,0.0002,35,1
000014192.1261995,0.0017,0.3246,0.1087,0.0147,0.0082,0.0,0.4965,0.0002,0.0002,0.0009,0.0007,0.0374,0.0057,0.0005,57,0
000014650.1261914,0.0008,0.1922,0.1671,0.0031,0.002,0.0,0.4897,0.0,0.0,0.0035,0.0802,0.0107,0.0076,0.0431,51,0
000010905.1261674,0.0017,0.2845,0.0918,0.0,0.0019,0.001,0.5692,0.0,0.0,0.0007,0.0004,0.0463,0.0021,0.0004,55,1
000003668.1262000,0.0127,0.0107,0.0022,0.0001,0.0072,0.0001,0.96,0.0001,0.0,0.0042,0.0001,0.0026,0.0,0.0,34,0
000013734.1261796,0.0024,0.2123,0.1403,0.0003,0.0098,0.0,0.5287,0.0,0.0002,0.005,0.0002,0.0793,0.0211,0.0004,34,0
000014209.1261940,0.0022,0.2789,0.0313,0.0211,0.0054,0.0001,0.6595,0.0,0.0,0.0,0.0003,0.0012,0.0,0.0,59,0
000013453.1261762,0.0004,0.5851,0.1494,0.0031,0.0012,0.0006,0.2132,0.0001,0.0045,0.0002,0.0007,0.041,0.0,0.0005,43,0
000013981.1261795,0.0012,0.2043,0.0887,0.0061,0.0195,0.0,0.6255,0.0002,0.0001,0.0,0.0393,0.0055,0.0084,0.0012,66,1
000012090.1261784,0.0049,0.0957,0.0221,0.0007,0.0004,0.0001,0.1734,0.0,0.0,0.0,0.0007,0.6999,0.0021,0.0,62,1
000012923.1261619,0.001,0.4865,0.0413,0.0,0.001,0.0,0.3075,0.0,0.0,0.0006,0.0006,0.161,0.0003,0.0002,47,0
000013780.1262059,0.0033,0.123,0.1086,0.0053,0.0053,0.0,0.7051,0.0001,0.0016,0.0001,0.0014,0.03,0.0011,0.0151,64,0
000013392.1261986,0.0028,0.3512,0.1634,0.0,0.0023,0.0052,0.359,0.0001,0.003,0.0001,0.0625,0.0452,0.0038,0.0014,54,0
000015908.1262004,0.0026,0.467,0.1633,0.0212,0.0081,0.0003,0.3164,0.0007,0.0,0.0,0.0029,0.0112,0.0,0.0063,41,0
000002418.1283127,0.0138,0.1974,0.1035,0.016,0.0017,0.0001,0.5858,0.0,0.0,0.0007,0.0004,0.0553,0.0091,0.0162,46,1
000005168.1283129,0.0011,0.2039,0.1841,0.0009,0.0469,0.0005,0.5243,0.0,0.0001,0.0005,0.0001,0.0303,0.0073,0.0,60,1
000009659.1283128,0.0008,0.0831,0.0618,0.0002,0.0069,0.0002,0.6194,0.0001,0.0,0.0,0.2059,0.0196,0.0003,0.0017,50,1
000002418.b.1283123,0.0027,0.0607,0.0383,0.0043,0.0053,0.0039,0.8105,0.0,0.0,0.0,0.0,0.0575,0.0,0.0168,46,1
000001299.1283119,0.0023,0.1571,0.2137,0.0,0.0007,0.0,0.5108,0.0,0.0,0.0203,0.0016,0.0163,0.0,0.0772,47,0
000001956.1283114,0.0155,0.2149,0.1493,0.0025,0.0201,0.0002,0.5158,0.0,0.0014,0.0002,0.0017,0.0645,0.0085,0.0054,65,0
000001438.1283122,0.0028,0.3207,0.2574,0.0,0.0022,0.0036,0.2691,0.0,0.0015,0.0015,0.0039,0.0495,0.0088,0.079,50,1
000001635.1283105,0.0275,0.1385,0.0804,0.0289,0.0042,0.0001,0.488,0.0,0.0002,0.0679,0.0019,0.1464,0.0059,0.0101,76,0
000009384.fixed101,0.0007,0.0706,0.0548,0.0006,0.0119,0.0,0.3177,0.0,0.0001,0.0004,0.5192,0.0151,0.0087,0.0002,58,1
000009551.fixed64,0.0026,0.2828,0.0383,0.0235,0.0028,0.0013,0.6441,0.0,0.0,0.0,0.0009,0.0035,0.0001,0.0001,24,0
000010961.fixed96,0.0103,0.2424,0.0141,0.1174,0.0035,0.0,0.5396,0.0,0.0661,0.0,0.0002,0.0042,0.0019,0.0003,35,1
000011073.fixed262,0.0035,0.026,0.0107,0.0001,0.0069,0.0001,0.9396,0.0,0.0037,0.0003,0.0002,0.0013,0.0075,0.0001,47,1
000012001.fixed176,0.0042,0.1269,0.1168,0.0323,0.0033,0.0,0.3953,0.0,0.0001,0.0009,0.3095,0.0098,0.0002,0.0007,34,0
000012926.fixed45,0.0042,0.3097,0.1041,0.001,0.0067,0.0,0.3805,0.0002,0.0,0.0007,0.0015,0.1914,0.0,0.0,71,0
000012960.fixed188,0.0025,0.4084,0.0344,0.0656,0.0006,0.0008,0.4745,0.0,0.0,0.0001,0.0016,0.0112,0.0002,0.0001,30,1
000013053.fixed236,0.0015,0.2459,0.0771,0.0001,0.0065,0.0,0.1537,0.0,0.0001,0.0001,0.0008,0.5139,0.0,0.0003,33,1
000013939.fixed56,0.0095,0.107,0.0462,0.0029,0.0054,0.0001,0.736,0.0027,0.0004,0.0006,0.0204,0.0643,0.003,0.0015,66,1
000014552.fixed261,0.0039,0.2387,0.0962,0.0002,0.0149,0.0005,0.4779,0.0001,0.0052,0.0001,0.0026,0.0655,0.0903,0.0039,58,0
000014682.fixed177,0.0019,0.3088,0.1147,0.0002,0.0013,0.0002,0.5427,0.0,0.0002,0.0001,0.0017,0.0229,0.0026,0.0027,45,1
000014930.fixed182,0.0097,0.1557,0.0294,0.0043,0.004,0.0001,0.3072,0.0,0.0,0.0028,0.0002,0.4683,0.0163,0.002,72,0
000015214.fixed100,0.0087,0.1338,0.0982,0.0579,0.0002,0.0002,0.4348,0.0,0.0,0.0001,0.1989,0.0283,0.0269,0.012,33,1
000015584.fixed152,0.0025,0.403,0.0756,0.0002,0.0079,0.0002,0.2111,0.0001,0.0,0.0003,0.0079,0.2148,0.0762,0.0002,43,1
000015461.fixed199,0.035,0.1206,0.2025,0.0,0.0048,0.0,0.4755,0.0001,0.0002,0.0008,0.0915,0.0143,0.0008,0.0539,68,1
000015978.fixed272,0.2972,0.0058,0.0323,0.0023,0.001,0.1114,0.137,0.0035,0.0015,0.0083,0.006,0.3885,0.0007,0.0045,66,1
000015977.fixed274,0.0123,0.3109,0.1156,0.009,0.0001,0.0004,0.4566,0.0,0.0001,0.0016,0.0098,0.0142,0.0158,0.0536,66,1
000016339.fixed185,0.0005,0.4714,0.1637,0.0001,0.003,0.0019,0.3003,0.0,0.0,0.0003,0.0001,0.0581,0.0003,0.0003,41,0
000016488.fixed30,0.0005,0.5917,0.0615,0.0002,0.0003,0.0,0.1901,0.0,0.0,0.0003,0.0026,0.1526,0.0002,0.0,27,1
000016325.fixed163,0.0011,0.519,0.0665,0.0002,0.0031,0.0001,0.3888,0.0,0.0014,0.0001,0.0009,0.0165,0.0,0.0023,45,0
000015910.fixed34,0.002,0.6476,0.0878,0.0001,0.0005,0.0001,0.1875,0.0001,0.0001,0.0,0.0017,0.0725,0.0,0.0,62,1
000015276.fixed18,0.0364,0.2136,0.0439,0.0179,0.0247,0.0002,0.5701,0.0117,0.0006,0.0,0.0534,0.0272,0.0001,0.0002,61,1
000016735.fixed490,0.0211,0.0239,0.005,0.0209,0.0109,0.0018,0.9057,0.0003,0.0,0.0001,0.0072,0.0021,0.0,0.001,35,1
000016223.fixed376,0.001,0.2689,0.0788,0.0047,0.0087,0.0,0.6008,0.0001,0.0,0.0008,0.0005,0.0251,0.0106,0.0,25,1
000016725.fixed482,0.0039,0.2959,0.0863,0.0352,0.0053,0.0235,0.4905,0.0002,0.0001,0.0001,0.0012,0.0574,0.0001,0.0003,26,1
000018039.fixed571,0.0057,0.2422,0.1479,0.0005,0.0039,0.0004,0.558,0.0,0.0002,0.0023,0.0002,0.0192,0.0139,0.0056,68,0
000016273.fixed413,0.0179,0.1618,0.0017,0.0119,0.0037,0.0001,0.7173,0.0004,0.0128,0.0,0.0147,0.0576,0.0001,0.0,25,0
000016224.fixed377,0.0013,0.3021,0.0872,0.003,0.0033,0.0001,0.5645,0.0001,0.0001,0.0003,0.0025,0.0138,0.0217,0.0,25,1
000017056.fixed527,0.0061,0.0807,0.1229,0.0081,0.0107,0.0,0.6116,0.0001,0.0,0.0003,0.0382,0.018,0.028,0.0753,39,0
000016765.fixed518,0.0009,0.3935,0.0943,0.0,0.0014,0.0232,0.4426,0.0001,0.0,0.0002,0.0018,0.0333,0.0,0.0087,33,0
000016263.fixed403,0.0323,0.1094,0.0457,0.0123,0.0118,0.0,0.687,0.0004,0.0002,0.0045,0.0665,0.0227,0.0071,0.0001,56,1
000016234.fixed385,0.0036,0.2323,0.0895,0.0061,0.0052,0.0001,0.612,0.0,0.0,0.0004,0.0144,0.0232,0.0132,0.0,25,1
000015097.fixed322,0.001,0.4366,0.1227,0.0075,0.0003,0.0,0.369,0.001,0.0005,0.0,0.0014,0.06,0.0,0.0,26,0
000018076.fixed576,0.0013,0.4029,0.2104,0.001,0.0015,0.0001,0.3179,0.0001,0.0003,0.0004,0.0008,0.0521,0.0107,0.0005,71,0
000017219.fixed537,0.0185,0.2815,0.0694,0.0151,0.0047,0.0385,0.4719,0.0009,0.0,0.0012,0.021,0.0772,0.0001,0.0,26,1
000016232.fixed383,0.0012,0.1907,0.0969,0.0054,0.0051,0.0002,0.6723,0.0002,0.0002,0.0001,0.0003,0.025,0.0024,0.0,25,1
000015192.fixed337,0.0076,0.1608,0.1247,0.0046,0.005,0.0001,0.5177,0.0002,0.0,0.0012,0.1082,0.0333,0.0211,0.0155,39,0
000016222.fixed375,0.0011,0.3663,0.0979,0.0044,0.0036,0.0001,0.4932,0.0,0.0,0.0058,0.0007,0.0206,0.0063,0.0,25,1
000017740.fixed558,0.0232,0.2645,0.0554,0.0009,0.0013,0.0006,0.6271,0.0,0.0001,0.0,0.0004,0.0263,0.0001,0.0001,36,1
000015099.fixed324,0.0011,0.4988,0.1295,0.012,0.0,0.0001,0.3083,0.0025,0.0,0.0,0.0021,0.0456,0.0,0.0,26,0
000015040.fixed315,0.0012,0.5707,0.1169,0.0083,0.0,0.0001,0.2598,0.0003,0.0,0.0,0.0003,0.0424,0.0,0.0,26,0
000016764.fixed517,0.0008,0.3632,0.1034,0.0,0.0021,0.0373,0.4451,0.0,0.0,0.0,0.0013,0.0432,0.0,0.0036,33,0
000001234.fixed278,0.0028,0.2887,0.0491,0.0082,0.001,0.0002,0.2858,0.0,0.0,0.0001,0.0006,0.015,0.0018,0.3467,52,0
000016767.fixed520,0.0015,0.3153,0.0959,0.0001,0.0019,0.0169,0.5315,0.0001,0.0,0.0001,0.0009,0.0231,0.0021,0.0106,33,0
000016768.fixed521,0.001,0.3282,0.1313,0.0,0.0016,0.0103,0.4844,0.0001,0.0,0.0,0.0015,0.0196,0.0013,0.0207,33,0
000016231.fixed382,0.0009,0.2021,0.1196,0.0139,0.0044,0.0002,0.639,0.0001,0.0006,0.0001,0.0006,0.0152,0.0033,0.0,25,1
000016727.fixed484,0.0032,0.2777,0.1051,0.0053,0.0021,0.1044,0.3814,0.0005,0.0,0.0005,0.0015,0.1182,0.0001,0.0,26,1
000016728.fixed485,0.0073,0.2633,0.1016,0.0093,0.0071,0.0098,0.5471,0.0003,0.0003,0.0013,0.0181,0.0326,0.0001,0.0018,26,1
000016192.fixed356,0.002,0.149,0.1402,0.0084,0.0084,0.0,0.4655,0.0,0.0,0.0014,0.1465,0.0309,0.0196,0.0281,39,0
000016770.fixed523,0.011,0.4295,0.0456,0.0,0.0007,0.0049,0.4708,0.0005,0.0229,0.0001,0.0018,0.0121,0.0,0.0001,33,0
000016731.fixed488,0.0083,0.3548,0.1348,0.0041,0.0033,0.0141,0.4275,0.0002,0.0,0.0007,0.0016,0.0498,0.0,0.0008,26,1
000016769.fixed522,0.0045,0.4415,0.0951,0.0,0.0003,0.0037,0.4248,0.0003,0.0082,0.0,0.003,0.0182,0.0002,0.0002,33,0
000016766.fixed519,0.0016,0.3831,0.0977,0.0,0.0016,0.0147,0.4248,0.0008,0.0314,0.0,0.0042,0.0329,0.0004,0.0068,33,0
000016260.fixed400,0.0559,0.0882,0.0468,0.0108,0.0142,0.0001,0.6435,0.0001,0.0,0.0041,0.1159,0.0124,0.0079,0.0001,56,1
000016729.fixed486,0.0313,0.2014,0.0962,0.0084,0.0046,0.0814,0.4918,0.0,0.0,0.0014,0.0113,0.072,0.0001,0.0001,26,1
000016726.fixed483,0.0085,0.2694,0.0865,0.0258,0.0123,0.0174,0.527,0.0001,0.0002,0.0013,0.0076,0.0382,0.0007,0.005,26,1
000016456.fixed811,0.0267,0.2488,0.0575,0.0021,0.0029,0.0093,0.6136,0.0,0.0004,0.0002,0.0012,0.0275,0.0017,0.0081,37,1
000015862.fixed780,0.2068,0.0312,0.0463,0.0,0.0041,0.0001,0.5878,0.0002,0.0,0.0,0.0003,0.0563,0.0621,0.0048,47,0
000001247.fixed664,0.0036,0.1495,0.1121,0.0008,0.0049,0.0083,0.6041,0.0001,0.0,0.0005,0.0395,0.0418,0.0306,0.0042,32,1
000013999.fixed713,0.0015,0.3335,0.151,0.0,0.005,0.0018,0.4718,0.0,0.0,0.0003,0.0001,0.0287,0.0063,0.0,66,1
000017652.fixed703,0.002,0.1219,0.1098,0.0006,0.0251,0.0002,0.6465,0.0001,0.0,0.0031,0.016,0.0174,0.0399,0.0174,51,1
000016171.fixed696,0.0028,0.0442,0.058,0.008,0.0586,0.0066,0.5414,0.0,0.0057,0.0088,0.2161,0.0158,0.0328,0.0012,56,0
000015016.fixed789,0.001,0.1807,0.1209,0.0001,0.0027,0.0001,0.5653,0.0001,0.0,0.0012,0.007,0.0985,0.0018,0.0206,41,1
000016457.fixed810,0.0228,0.3301,0.077,0.0001,0.0009,0.0061,0.5099,0.0,0.0002,0.0,0.0039,0.038,0.0003,0.0107,37,1
000016166.fixed670,0.0047,0.3576,0.1774,0.0004,0.0011,0.0012,0.4236,0.0,0.0,0.0028,0.0002,0.023,0.0,0.008,33,1
000012028.fixed784,0.0031,0.0059,0.214,0.0001,0.0079,0.0037,0.313,0.0001,0.0,0.004,0.0084,0.407,0.0328,0.0,65,1
000003390.fixed744,0.0024,0.2755,0.1537,0.0,0.0152,0.0,0.3385,0.0003,0.0,0.0014,0.1732,0.0378,0.0002,0.0018,54,1
000018065.fixed667,0.0109,0.1938,0.0674,0.1118,0.0029,0.0002,0.5938,0.0,0.0117,0.0001,0.0001,0.0073,0.0,0.0,56,1
000017339.fixed777,0.0107,0.48,0.079,0.0008,0.0102,0.0,0.2683,0.0001,0.0002,0.001,0.0,0.1461,0.0034,0.0002,54,0
000015856.fixed695,0.0043,0.2332,0.0603,0.0005,0.0005,0.0001,0.6704,0.0,0.0001,0.0003,0.0006,0.0215,0.0056,0.0026,51,1
000011378.fixed687,0.0057,0.1877,0.1304,0.0008,0.0039,0.0001,0.6553,0.0,0.0003,0.0,0.001,0.0062,0.0086,0.0,33,0
000017349.fixed806,0.031,0.0982,0.0788,0.0001,0.0051,0.0005,0.5358,0.0001,0.0,0.0012,0.1821,0.0246,0.0311,0.0114,40,1
000007750.fixed964,0.003,0.3776,0.0841,0.0107,0.0006,0.0,0.4481,0.0,0.0021,0.0012,0.0004,0.0675,0.0047,0.0,36,0
